id,rn,enc_col_0,enc_col_1,enc_col_2,enc_col_3,enc_col_4,enc_col_5,enc_col_6,enc_col_7,enc_col_8,enc_col_9,enc_col_10,enc_col_11,enc_col_12,enc_col_13,enc_col_14,enc_col_15,enc_col_16,enc_col_17,enc_col_18,enc_col_19,enc_col_20,enc_col_21,enc_col_22,enc_col_23,enc_col_24,enc_col_25,enc_col_26,enc_col_27,enc_col_28,enc_col_29,enc_col_30,enc_col_31,enc_col_32,enc_col_33,enc_col_34,enc_col_35,enc_col_36,enc_col_37,enc_col_38,enc_col_39,enc_col_40,enc_col_41,enc_col_42,enc_col_43,enc_col_44,enc_col_45,enc_col_46,enc_col_47,enc_col_48,enc_col_49,enc_col_50,enc_col_51,enc_col_52,enc_col_53,enc_col_54,enc_col_55,enc_col_56
1,1,0,4,0,6,1,0,0,0,0,4,0,1,0,3,0,1,0,16,3,3,3,0,0,0,0,8,0,1,4,0,4,1,3,8,3,4,1,6,1,3,2,1,2,0,0,10,2,3,3,0,12,15,3,0,5,3,1
1,2,0,4,0,6,1,0,0,0,0,4,3,1,0,2,0,1,3,16,3,3,3,3,3,3,3,8,0,1,4,0,3,1,3,10,3,4,1,1,1,3,2,4,0,0,3,0,0,3,0,3,13,2,3,0,5,3,6
1,3,1,4,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,7,1,0,4,4,3,3,3,2,16,3,3,3,7,6,3,0,5,0,6
1,4,1,1,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,13,1,0,6,4,3,3,3,2,16,3,3,3,7,6,0,0,5,0,6
1,5,1,4,1,6,1,0,1,0,1,1,0,1,0,0,1,1,0,16,0,0,1,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,9,0,0,2,1,0,0,0,2,16,0,0,0,7,6,0,0,5,0,3
1,6,1,4,1,6,1,0,1,0,1,4,3,13,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,1,1,0,2,4,0,3,3,2,16,0,0,3,1,0,0,0,5,0,0
1,7,1,1,1,6,1,0,1,3,1,4,3,13,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,14,1,0,2,4,3,3,3,2,16,3,3,3,8,11,3,0,5,0,6
1,8,1,4,1,6,1,0,0,0,1,1,0,5,0,0,1,1,1,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,4,1,0,0,3,1,0,0,0,2,16,0,0,0,2,14,0,0,5,0,14
1,9,1,4,1,6,1,0,1,0,1,4,3,3,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,15,1,0,2,4,0,0,0,2,16,1,0,3,15,9,0,0,5,0,10
1,10,1,3,1,6,1,0,1,0,1,1,0,8,0,0,1,1,0,16,1,0,0,0,0,0,0,8,0,2,0,0,2,1,2,17,0,4,1,1,0,0,6,1,0,0,0,2,3,0,0,0,0,1,0,0,5,0,16
1,11,1,4,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,2,17,3,4,4,5,1,0,2,4,3,3,3,2,16,3,3,3,1,16,3,0,5,0,15
1,12,1,1,1,6,1,0,1,0,1,4,3,15,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,2,7,0,3,1,3,17,3,4,1,0,1,0,2,4,0,3,3,2,16,0,0,3,15,9,0,1,5,0,19
1,13,0,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,1,0,3,3,3,3,3,8,0,3,0,1,2,1,2,17,3,4,4,0,0,0,2,4,3,3,3,2,6,0,3,3,4,8,0,0,5,1,1
1,14,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,5,0,3,1,2,17,3,4,4,4,1,3,2,4,3,3,3,2,16,3,3,3,1,8,3,3,5,3,11
2,1,0,3,1,6,1,0,1,0,0,4,2,11,1,0,0,1,3,2,0,0,1,1,2,1,1,8,0,1,3,1,2,1,2,11,1,4,2,2,0,0,2,2,0,1,1,2,6,0,0,1,4,8,0,0,5,0,1
2,2,1,4,1,6,1,0,1,3,1,4,3,5,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,3,1,0,2,4,0,3,3,2,16,0,0,3,13,2,0,0,5,0,3
2,3,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,5,1,4,1,2,17,3,4,4,13,1,3,2,4,3,3,3,2,3,3,3,3,4,8,3,3,5,3,1
3,1,1,4,1,6,1,0,1,3,1,4,3,5,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,2,17,3,4,4,1,1,0,6,4,3,3,3,2,16,0,0,3,9,0,0,0,5,0,13
3,2,1,4,1,6,1,0,1,3,1,4,3,5,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,9,0,3,1,3,17,3,4,4,1,1,0,1,4,0,3,3,2,16,0,0,3,16,2,0,0,5,0,10
3,3,1,4,1,6,1,0,1,0,1,1,0,2,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,3,0,3,1,3,17,0,4,1,12,1,0,1,1,0,0,0,2,16,0,0,0,14,7,0,0,5,0,3
3,4,1,3,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,8,0,5,1,2,17,0,4,1,6,1,0,2,1,0,0,0,2,3,0,0,0,0,8,0,0,5,0,11
3,5,1,3,1,6,1,0,1,0,1,4,0,12,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,3,1,3,1,3,17,0,4,1,2,1,0,5,1,0,0,0,2,16,0,0,0,4,14,0,0,5,0,18
3,6,1,4,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,5,1,4,1,2,17,0,4,1,5,1,0,2,1,0,0,0,2,4,0,0,0,4,8,0,0,5,0,11
3,7,1,4,1,6,1,0,1,3,1,4,3,10,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,3,0,3,1,3,17,3,4,4,2,1,0,6,4,0,3,3,2,16,0,0,3,12,0,0,0,5,0,16
3,8,1,4,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,3,1,5,1,2,17,0,4,1,2,1,0,2,1,0,0,0,2,2,0,0,0,4,8,0,0,5,0,14
3,9,1,4,1,6,1,0,1,0,1,4,0,6,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,7,0,3,1,3,17,0,4,1,4,1,0,5,1,0,0,0,2,16,0,0,0,1,16,0,0,5,0,11
3,10,0,3,0,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,4,1,3,1,3,4,0,4,1,13,1,0,6,1,0,0,0,5,9,0,0,0,4,8,0,0,5,0,4
3,11,1,4,1,6,1,0,1,0,1,4,3,2,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,1,1,0,6,4,0,0,3,2,16,0,0,3,16,9,0,0,5,0,1
3,12,1,1,1,6,1,0,1,3,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,3,1,2,17,3,4,4,5,1,0,2,4,0,3,3,2,13,0,0,3,16,8,0,0,5,0,1
3,13,1,3,1,6,1,0,1,0,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,9,1,3,1,2,17,3,4,1,7,1,0,4,4,0,0,0,2,18,0,0,3,4,8,0,0,5,0,13
3,14,1,5,1,6,1,0,1,3,1,4,3,6,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,11,1,0,0,4,3,3,3,2,16,3,3,3,8,11,0,0,5,0,5
3,15,1,4,1,6,1,0,1,3,1,4,3,8,0,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,1,0,2,1,2,17,3,4,4,11,1,3,2,4,3,3,3,2,6,3,3,3,2,10,3,0,5,3,17
4,1,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,0,1,3,1,2,17,3,4,4,12,1,3,2,4,3,3,3,2,16,3,3,3,4,8,3,3,5,3,12
5,1,0,4,1,6,1,0,1,0,1,4,0,10,0,0,1,1,0,16,1,0,0,0,0,0,0,8,1,1,11,0,3,1,3,17,0,4,1,1,0,0,2,1,0,1,0,2,16,0,0,0,1,16,0,0,5,0,11
5,2,0,4,0,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,0,3,3,3,3,3,8,1,1,4,0,3,1,5,0,3,4,4,4,0,0,3,4,3,3,3,15,16,0,3,3,7,8,0,1,5,0,10
5,3,1,1,1,6,1,0,1,3,1,4,3,2,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,3,4,3,3,3,2,16,3,3,3,7,6,0,0,5,0,10
5,4,0,4,1,6,1,0,1,3,1,4,3,11,0,3,1,1,3,16,1,3,3,3,3,3,3,8,0,1,5,0,2,1,2,3,3,4,4,15,0,1,2,4,3,3,3,2,7,3,3,3,13,0,3,0,5,0,16
6,1,1,4,1,6,1,0,1,3,1,4,3,9,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,3,3,3,8,6,0,0,5,0,18
6,2,1,4,1,6,1,0,1,0,1,4,3,9,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,8,0,3,1,3,17,3,4,1,0,1,0,2,4,0,3,3,2,16,0,0,3,15,9,0,0,5,0,1
6,3,1,1,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,3,3,3,8,6,3,0,5,0,19
6,4,1,4,1,6,1,0,1,0,1,1,0,1,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,1,1,0,2,1,0,0,0,2,16,0,0,0,7,6,0,0,5,0,12
6,5,1,1,1,6,1,0,1,0,1,1,0,1,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,1,1,0,2,1,0,0,0,2,16,0,0,0,7,6,0,0,5,0,12
6,6,1,4,1,6,1,0,1,0,1,4,3,3,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,2,3,0,0,2,4,0,0,0,2,16,0,0,3,16,9,0,0,5,0,11
6,7,1,4,1,6,1,0,1,0,1,4,0,5,0,0,1,1,0,16,0,0,3,0,0,0,3,8,1,2,4,0,3,1,3,17,3,4,1,5,1,0,0,4,0,0,0,2,16,0,0,0,2,10,0,0,5,0,17
6,8,1,3,1,6,1,0,1,0,1,1,0,7,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,0,1,0,2,1,0,0,0,2,16,0,0,0,11,16,0,0,5,0,8
6,9,1,4,1,6,1,0,1,0,1,4,3,10,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,0,3,3,2,16,0,0,3,2,14,0,0,5,0,1
6,10,1,4,1,6,1,0,1,0,1,4,3,5,0,0,1,1,3,16,1,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,5,0,0,2,4,0,3,3,2,16,0,0,3,9,12,0,0,5,0,6
6,11,1,3,1,6,1,0,1,1,1,1,0,11,1,0,1,0,0,16,0,0,1,0,0,0,0,8,0,2,4,0,2,1,2,17,0,4,2,3,1,0,1,1,1,0,0,2,3,0,0,1,0,8,0,0,5,0,17
6,12,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,0,3,3,14,2,0,0,5,0,16
6,13,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,10,1,3,2,4,3,3,3,2,16,3,3,3,17,5,3,0,5,3,17
6,14,1,4,1,6,1,0,1,0,1,1,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,2,1,0,2,1,0,0,0,2,16,0,0,0,17,14,0,0,5,0,7
6,15,1,4,1,6,1,0,1,3,1,4,3,10,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,7,1,0,2,4,3,3,3,2,16,0,3,3,15,12,0,0,5,0,10
6,16,1,4,1,6,1,0,1,0,1,1,0,8,0,0,1,1,1,16,0,0,1,0,0,0,0,8,0,2,4,0,5,1,2,17,0,4,1,1,0,0,2,1,0,0,0,2,2,0,0,0,14,7,0,0,5,0,14
6,17,1,4,1,6,1,0,1,0,1,4,3,6,0,0,1,1,0,16,0,0,3,3,3,0,3,8,1,2,0,0,3,1,3,17,3,4,1,16,1,0,2,4,0,0,0,2,16,0,0,3,12,15,0,0,5,0,10
6,18,1,4,1,6,1,0,1,3,1,4,3,2,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,2,1,3,4,4,3,3,3,2,16,3,3,3,7,6,3,0,5,0,3
7,1,0,3,0,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,4,1,3,1,3,4,3,4,4,1,1,3,3,4,3,3,3,5,9,3,3,3,4,8,3,0,5,3,4
7,2,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,0,1,4,1,2,17,3,4,4,1,1,3,2,4,3,3,3,2,15,3,3,3,4,8,3,3,5,3,3
8,1,1,4,1,6,1,0,1,0,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,0,3,8,0,2,4,0,4,1,2,17,3,4,1,1,1,0,2,4,0,0,0,2,4,0,0,3,14,8,0,0,5,0,14
8,2,1,4,1,6,1,0,1,3,1,4,3,11,0,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,2,0,4,1,2,17,3,4,4,15,1,0,6,4,3,3,3,2,10,3,3,3,2,15,3,0,5,0,12
8,3,1,3,1,6,1,0,1,3,1,4,3,4,0,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,2,0,3,1,2,17,3,4,4,1,1,3,2,4,3,3,3,2,4,3,3,3,10,13,3,0,5,3,16
9,1,1,4,1,6,1,0,1,1,0,4,1,7,0,1,0,1,1,0,1,1,1,0,0,1,0,8,1,2,4,0,3,1,3,17,0,4,2,6,0,2,2,2,0,1,1,2,16,1,0,0,2,10,0,3,5,1,12
10,1,1,1,1,6,1,0,1,3,1,4,3,1,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,13,1,0,0,4,3,3,3,2,16,0,3,3,7,2,0,1,5,0,5
10,2,1,4,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,0,1,3,2,4,3,3,3,2,16,3,3,3,8,3,3,0,5,3,5
10,3,1,4,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,5,1,0,1,4,3,3,3,2,16,3,3,3,8,11,3,0,5,0,5
10,4,1,4,1,6,1,0,1,0,1,4,3,7,0,0,1,1,0,16,0,0,3,3,0,0,3,8,1,2,4,0,3,1,3,17,3,4,1,10,1,0,2,4,0,0,0,2,16,0,0,3,12,15,0,0,5,0,17
10,5,1,4,1,6,1,0,1,0,1,4,3,7,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,6,1,0,1,4,0,3,3,2,16,0,0,3,9,12,0,0,5,0,5
10,6,1,4,1,6,1,0,1,0,1,4,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,9,1,3,1,3,17,0,4,1,16,1,0,0,1,0,0,0,2,16,0,0,0,4,16,0,0,5,0,3
10,7,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,13,1,0,4,4,3,3,3,2,16,0,3,3,7,6,0,0,5,0,5
10,8,1,4,1,6,1,0,1,3,1,4,3,0,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,5,1,0,0,4,3,3,3,2,16,0,0,3,12,15,0,0,5,0,8
10,9,1,4,1,6,1,0,1,0,1,1,0,8,0,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,5,0,5,1,2,17,0,4,1,16,1,0,0,1,0,0,0,2,10,0,0,0,11,13,0,0,5,0,9
10,10,1,4,1,6,1,0,1,0,1,1,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,13,0,3,1,3,17,0,4,1,3,1,0,2,1,0,0,0,2,16,0,0,0,2,14,0,0,5,0,3
10,11,1,4,1,6,1,0,1,3,1,4,3,0,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,9,0,3,1,3,17,3,4,4,9,1,0,0,4,0,3,3,2,16,0,0,3,9,0,0,0,5,0,13
10,12,1,5,1,6,1,0,1,3,1,4,3,12,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,2,17,3,4,4,1,1,3,0,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,4
10,13,1,4,1,6,1,0,1,0,1,4,0,8,0,0,1,1,0,16,0,0,3,0,0,0,3,8,0,2,2,0,4,1,2,17,3,4,1,11,1,0,2,4,0,0,0,2,10,0,0,0,17,16,0,0,5,0,1
10,14,1,1,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,2,0,2,1,2,17,3,4,4,1,1,0,2,4,3,3,3,2,9,3,3,3,17,8,3,0,5,0,17
10,15,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,3,1,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,4
10,16,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,7,1,3,0,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,4
10,17,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,14,1,3,2,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,4
10,18,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,3,1,3,2,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,4
10,19,1,4,1,6,1,0,1,3,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,5,1,4,1,2,17,3,4,4,11,1,0,1,4,3,3,3,2,1,0,3,3,4,8,0,0,5,0,12
10,20,1,4,1,6,1,0,1,3,1,4,3,8,0,3,1,1,3,16,0,0,3,3,3,3,3,8,0,2,2,0,4,1,2,17,3,4,4,15,1,0,2,4,3,3,3,2,15,3,3,3,2,14,0,0,5,0,6
11,1,1,3,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,8,1,3,1,3,17,3,4,4,13,1,3,2,4,3,3,3,2,16,3,3,3,4,5,3,3,5,3,1
11,2,1,4,1,6,1,0,1,0,1,4,3,7,0,0,1,1,3,16,0,0,3,3,3,0,3,8,1,2,4,0,3,1,3,17,3,4,1,14,0,0,2,4,1,0,0,2,16,1,0,3,2,10,0,0,5,0,11
11,3,0,3,1,6,1,0,1,0,1,4,1,11,1,1,1,1,1,6,1,0,1,1,1,1,1,8,0,1,1,1,2,1,2,3,0,4,1,9,0,0,2,2,0,1,1,2,6,1,0,0,4,8,0,0,5,1,16
11,4,1,4,1,6,1,0,1,3,1,4,3,0,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,10,0,3,1,3,17,3,4,4,16,0,0,1,4,3,3,3,2,16,3,3,3,7,6,1,0,5,0,13
11,5,1,4,1,6,1,0,0,0,0,4,3,14,0,0,0,1,3,16,3,2,3,3,3,3,3,8,1,2,8,0,3,1,3,17,3,4,1,15,0,3,2,4,1,1,3,2,16,1,1,3,16,9,1,3,5,3,16
11,6,1,4,1,6,1,0,1,3,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,9,0,3,1,2,17,3,4,4,12,1,0,6,4,0,3,3,2,12,0,0,3,15,8,0,0,5,0,3
12,1,0,3,0,6,1,0,1,0,1,1,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,4,0,3,1,3,4,0,4,1,1,0,0,1,1,0,0,0,5,9,0,0,0,0,1,0,0,5,0,4
12,2,0,3,0,6,1,0,1,0,1,4,0,4,0,0,1,1,0,16,0,0,0,1,0,0,0,8,0,2,4,0,3,1,3,4,0,4,1,7,0,0,2,1,0,0,0,5,9,0,0,0,6,1,0,0,5,0,4
12,3,1,3,1,6,1,0,1,0,1,1,0,10,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,13,1,0,5,1,0,0,0,2,16,0,0,0,6,13,0,0,5,0,17
12,4,0,4,1,6,1,0,1,0,1,4,3,5,0,0,1,1,3,16,0,0,3,3,3,1,3,8,1,3,9,1,3,1,3,0,3,4,1,5,0,0,4,4,0,0,0,2,16,0,0,3,4,15,0,0,5,0,13
12,5,1,3,1,6,1,0,1,0,1,4,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,8,1,5,1,2,17,0,4,1,4,1,0,1,1,0,0,0,2,15,0,0,0,4,8,0,0,5,0,11
12,6,1,3,1,6,1,0,1,0,1,4,3,5,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,8,1,3,1,3,17,3,4,1,2,1,0,2,4,0,0,3,2,16,0,0,3,4,9,0,0,5,0,19
12,7,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,3,0,3,1,3,17,3,4,4,12,1,0,2,4,3,3,3,2,16,3,3,3,7,11,3,0,5,0,19
12,8,1,4,1,6,1,0,1,3,1,4,3,10,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,13,0,3,1,3,17,3,4,4,9,1,3,4,4,3,3,3,2,16,3,3,3,15,5,3,0,5,0,12
12,9,1,4,1,6,1,0,1,3,1,4,3,7,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,5,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,0,3,3,16,2,0,0,5,0,1
12,10,1,4,1,6,1,0,1,0,1,4,3,0,0,0,1,1,3,16,0,0,3,3,3,0,3,8,1,2,10,1,3,1,3,17,3,4,1,5,1,0,1,4,0,0,0,2,16,0,0,3,4,15,0,0,5,0,12
12,11,1,3,1,6,1,0,1,0,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,1,2,1,2,17,3,4,1,2,1,0,6,4,0,3,3,2,0,0,0,3,4,8,0,0,5,0,11
12,12,0,3,0,6,1,0,1,3,1,4,3,15,0,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,1,0,3,1,3,4,3,4,4,1,1,3,2,4,3,3,3,5,9,3,3,3,4,3,3,0,5,3,4
13,1,1,4,1,6,1,0,1,0,1,4,0,13,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,3,0,3,1,3,17,0,4,1,9,1,0,5,1,0,0,0,2,16,0,0,0,14,14,0,0,5,0,9
13,2,1,4,1,6,1,0,1,0,1,4,3,3,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,6,1,0,2,4,0,3,3,2,16,0,0,3,9,12,0,0,5,0,10
